id,series_title,issue_number,publisher,release_year,variant_name,created_by
8ab9a74f-c5f7-4d1c-af76-b6f1ca71591c,Amazing Spider-Man,31,Marvel,1970,,
4216eb19-fce2-4bba-9400-c47ea0d661e3,Amazing Spider-Man,32,Marvel,2004,,
553039d9-3bff-48dd-b951-60ce57aad93a,Amazing Spider-Man,33,Marvel,2007,,
ac485c59-f407-466d-8160-b3c6e7de9119,Amazing Spider-Man,34,Marvel,1983,,
692f96df-f753-4744-8c6e-b957b57be93a,Amazing Spider-Man,35,Marvel,1983,,
dbb9f02d-24a8-4ea2-94ff-b632b3fc38e5,Amazing Spider-Man,36,Marvel,2024,,
6de67810-e480-4cf0-a0da-cb25f3680605,Amazing Spider-Man,37,Marvel,1961,,
5d3c2c7f-053a-48b1-9c67-2ad563c0771d,Amazing Spider-Man,38,Marvel,1972,,
17662412-ff04-47a4-89f9-eff2e88608ac,Amazing Spider-Man,39,Marvel,1991,,
39ba12b9-5a24-48d4-a972-7c85742fbecf,Amazing Spider-Man,40,Marvel,1960,,
91a6561b-aa12-46d5-9a45-644d9a429738,Amazing Spider-Man,41,Marvel,2024,,
ea5efb41-1cee-42de-aeed-e796bb9eab5a,Amazing Spider-Man,42,Marvel,1971,,
ebf5623d-5a34-4e14-8c59-b3ba160c40b3,Amazing Spider-Man,43,Marvel,2020,,
d7d6054f-dba4-4410-9eb5-0b2d9961a334,Amazing Spider-Man,44,Marvel,1997,,
424d03dd-5db9-4864-a90c-498003f98118,Amazing Spider-Man,45,Marvel,2006,,
2f28dddd-d480-42de-9e8c-6821ffac9cbf,Amazing Spider-Man,46,Marvel,1977,,
e34154ed-dd10-45ab-b915-315a1719b07d,Amazing Spider-Man,47,Marvel,1989,,
98691fb8-0eca-4786-b0b8-867efb1af1d2,Amazing Spider-Man,48,Marvel,1985,,
f81538ff-53bd-4bd6-9954-515c336684fb,Amazing Spider-Man,49,Marvel,2014,,
66edf673-0275-4f93-89f2-7bc910e60c67,Amazing Spider-Man,50,Marvel,1982,,
1b116d58-e8df-4fdf-a0cd-a63b7019f373,Amazing Spider-Man,51,Marvel,1980,,
14ca235e-f306-4b88-bc85-a8c24fa2b710,Amazing Spider-Man,52,Marvel,1990,,
18ed3196-ec7e-41fc-8e0d-1baa0870bc75,Amazing Spider-Man,53,Marvel,2015,,
6e86d79c-d9c8-43cf-b168-0c9723980b97,Amazing Spider-Man,54,Marvel,2020,,
9894e343-566a-4c56-978e-6065bdaaa895,Amazing Spider-Man,55,Marvel,1967,,
8e8811a0-535f-4be4-8168-e6aa2ac58549,Amazing Spider-Man,56,Marvel,1992,,
a6234b9c-5b88-43d5-9845-a178dd55e4e4,Amazing Spider-Man,57,Marvel,1987,,
fcd2473e-6b63-4663-bc6b-2e6932945b70,Amazing Spider-Man,58,Marvel,2008,,
6986cf67-30f3-4733-b213-ad4f6e9e2a12,Amazing Spider-Man,59,Marvel,1983,,
fc76271d-db6b-4b3f-b3b8-d025154bdb79,Amazing Spider-Man,60,Marvel,2004,,
89f0675b-e2df-488b-a358-bfd0ac2abc8f,Amazing Spider-Man,61,Marvel,1999,,
9c623a13-e886-4fd9-b7ef-c73a9740096b,Amazing Spider-Man,62,Marvel,2010,,
b3382f8d-3d3d-4110-a906-eddc14406f82,Amazing Spider-Man,63,Marvel,1972,,
cf75d4aa-186d-4b4d-8a0c-e2aebe041291,Amazing Spider-Man,64,Marvel,1980,,
f121fae9-6948-459f-83b5-3df7acedb4a2,Amazing Spider-Man,65,Marvel,1997,,
65410fb9-9ee7-4620-a745-b90183817b26,Amazing Spider-Man,66,Marvel,2005,,
35737a38-59c7-4fad-bcf2-d6ea24f3ee43,Amazing Spider-Man,67,Marvel,1985,,
95145d17-2673-4055-a67f-d9b3ba8732a2,Amazing Spider-Man,68,Marvel,2008,,
e87ebfc6-e5b5-42e5-aee3-87b44e97c5d0,Amazing Spider-Man,69,Marvel,1986,,
ab2ef185-0765-42a4-aa84-4b1e0698892e,Amazing Spider-Man,70,Marvel,1992,,
63335192-a945-4b3a-a952-d9c6a124106a,Amazing Spider-Man,71,Marvel,2022,,
13eef753-a340-4a5e-a582-e5ebb6d8bf1b,Amazing Spider-Man,72,Marvel,1972,,
e93a517f-2af8-4711-b0dd-8c1fc6d17b7e,Amazing Spider-Man,73,Marvel,2017,,
891da32b-b83d-465e-a92f-1509f1c6c4c0,Amazing Spider-Man,74,Marvel,2006,,
ae354bb1-5e61-46ca-b268-f7e2bc5f78d1,Amazing Spider-Man,75,Marvel,2015,,
a8170f50-9eff-4d84-9999-45cd94a0b5f7,Amazing Spider-Man,76,Marvel,1974,,
3f13e746-900d-439b-897f-49afeb4b855f,Amazing Spider-Man,77,Marvel,1994,,
af39ffe5-b12f-4a52-8bf8-c8047fcf788b,Amazing Spider-Man,78,Marvel,1961,,
49d0d52f-6854-43eb-858c-30d92938f109,Amazing Spider-Man,79,Marvel,1977,,
592b32e7-0a40-4da3-87b8-d8d64cae8d61,Amazing Spider-Man,80,Marvel,2017,,
c3893217-7dca-4a94-bca7-348e79c9894b,Amazing Spider-Man,81,Marvel,1987,,
be411bed-12aa-4eae-bd3e-47b6f51f6a5f,Amazing Spider-Man,82,Marvel,1996,,
d1cad20d-9873-48b9-bbec-32086fef67dc,Amazing Spider-Man,83,Marvel,2024,,
efbbfba5-bea1-4451-b53b-5f483b196b38,Amazing Spider-Man,84,Marvel,1981,,
5fb0fe23-9019-42b7-a5c6-6a19b53f9049,Amazing Spider-Man,85,Marvel,1981,,
9fe5998f-d897-41f8-94c7-a80585a653be,Amazing Spider-Man,86,Marvel,2016,,
126c5623-6a12-4316-bd63-bab378de2670,Amazing Spider-Man,87,Marvel,1985,,
bbdad9b0-5d15-461c-a7f9-fa1972bb6c1a,Amazing Spider-Man,88,Marvel,1977,,
0a42a8d6-a474-4a96-bea8-65a29b20aee1,Amazing Spider-Man,89,Marvel,1980,,
3bc42e35-6d1e-4246-b622-fff328758ebe,Amazing Spider-Man,90,Marvel,1975,,
62b593f0-4fe5-4868-a9af-b73ca396fbdb,Amazing Spider-Man,91,Marvel,1999,,
3cb7a840-10ec-4995-82f3-5d99c847e786,Amazing Spider-Man,92,Marvel,2009,,
3ac844f7-3491-4563-b382-9f186c659671,Amazing Spider-Man,93,Marvel,2016,,
3d5c0739-1cc0-43f0-a8d4-7f24768e0fd4,Amazing Spider-Man,94,Marvel,1972,,
42ab99ce-8341-4dd8-8519-76aa1bcc10b6,Amazing Spider-Man,95,Marvel,1992,,
013647ce-6311-4255-903a-f3f62ef6b794,Amazing Spider-Man,96,Marvel,2024,,
c34b48d0-1dde-4634-89e2-cb7187624084,Amazing Spider-Man,97,Marvel,1960,,
d20140b6-33d2-49e9-a459-f99e17860837,Amazing Spider-Man,98,Marvel,1974,,
7a1e90ea-946d-4653-99c8-c3e1e89a838a,Amazing Spider-Man,99,Marvel,2008,,
3aa18a8a-ccde-46bf-90fe-b3eead5b8769,Amazing Spider-Man,100,Marvel,2017,,
841c8e6e-fef4-47a0-a60f-72ceadb4f732,Amazing Spider-Man,101,Marvel,2014,,
13cb6736-9bb5-4fd2-949c-17548b8d526e,Amazing Spider-Man,102,Marvel,1972,,
c5b9896b-0844-42ac-b431-66f2431e3fc7,Amazing Spider-Man,103,Marvel,1995,,
52268bf8-1d1a-4d9f-adae-e8f9f448e53a,Amazing Spider-Man,104,Marvel,2010,,
6739c031-3483-4fca-9079-292b65873dda,Amazing Spider-Man,105,Marvel,1996,,
ac46dfef-eb7d-48dc-9e98-eced4138fa8d,Amazing Spider-Man,106,Marvel,2012,,
7f04db39-fc69-4304-87cc-3f7b035f7876,Amazing Spider-Man,107,Marvel,2023,,
f8d5b17a-bb50-4025-8df0-712febd246c2,Amazing Spider-Man,108,Marvel,1972,,
e42ca0bc-c6e3-4360-984f-dc39621d2bb2,Amazing Spider-Man,109,Marvel,2009,,
3977486d-9ae0-4335-859a-358c3dcd34f7,Amazing Spider-Man,110,Marvel,1988,,
87afb94e-227f-448d-9d39-0532b1d42b15,Amazing Spider-Man,111,Marvel,2014,,
0d162878-ae8a-475f-ae3e-a2cdade32684,Amazing Spider-Man,112,Marvel,2015,,
73ee6476-0800-423c-ada1-fe166ef2d110,Amazing Spider-Man,113,Marvel,1992,,
bb6e3714-5b72-4a2f-808f-ff163ef84faf,Amazing Spider-Man,114,Marvel,1999,,
0353de39-82b9-4b25-b640-fb7b88595d5f,Amazing Spider-Man,115,Marvel,1993,,
d8243e2c-27f6-453a-a047-776d36f19af3,Amazing Spider-Man,116,Marvel,1984,,
1ac01b01-3d34-473e-b982-a30329ab92dd,Amazing Spider-Man,117,Marvel,1960,,
6465cf47-0f52-4e99-8ea1-1afa7dff59eb,Amazing Spider-Man,118,Marvel,2004,,
008475d4-c579-431a-8abe-81e273cbbb85,Amazing Spider-Man,119,Marvel,1966,,
69291375-b196-48cc-9c58-744e35eb62df,Amazing Spider-Man,120,Marvel,2018,,
de5f3065-bffd-4292-9eec-2d43cae1dd72,Amazing Spider-Man,121,Marvel,2005,,
db320090-140b-41dc-ad1c-6a13832c1ae3,Amazing Spider-Man,122,Marvel,2008,,
25872c37-c40c-43c3-899c-57af14fad833,Amazing Spider-Man,123,Marvel,1986,,
63a7049b-1c95-44b7-bd24-7d34ff578bdd,Amazing Spider-Man,124,Marvel,2015,,
7b72f836-a937-49d9-b148-a31543664719,Amazing Spider-Man,125,Marvel,2017,,
db4fa560-cec8-4397-9d4c-078a71ce273a,Amazing Spider-Man,126,Marvel,1998,,
532cbe45-9b84-4aee-b525-822302173eea,Amazing Spider-Man,127,Marvel,2014,,
860b9ca5-10ba-4910-a765-f834a0b59640,Amazing Spider-Man,128,Marvel,1974,,
4a3b7cdd-3358-425e-bf17-282386453962,Amazing Spider-Man,129,Marvel,1970,,
9eb57230-9fd5-4ed6-bf6a-1cceb9780b99,Amazing Spider-Man,130,Marvel,2020,,
14d11e18-3b43-463e-a276-40eca5a3d4f9,Amazing Spider-Man,131,Marvel,2021,,
71dc1304-6988-4075-b881-e98758005030,Amazing Spider-Man,132,Marvel,1977,,
f24ce67e-79cd-4a53-a0b5-f20a7cf12401,Amazing Spider-Man,133,Marvel,2021,,
30c61bfb-54cc-4961-b8a6-6677132997a5,Amazing Spider-Man,134,Marvel,1971,,
2e2d7058-dedc-4ed2-b80f-95583aea8fa3,Amazing Spider-Man,135,Marvel,2012,,
0919d0b5-633d-4112-bc44-2791c81f5b83,Amazing Spider-Man,136,Marvel,2014,,
a400a488-7d99-4f8e-ab18-60add4f4978d,Amazing Spider-Man,137,Marvel,1965,,
c42de4e6-fd90-401a-aaa4-91165398fdae,Amazing Spider-Man,138,Marvel,2003,,
9e8f3c69-22a3-4c62-816d-29e881f32481,Amazing Spider-Man,139,Marvel,2022,,
7666cffe-b02f-4742-8b1e-adafb2b2f495,Amazing Spider-Man,140,Marvel,1970,,
4c094ac1-f7ee-459c-a8d6-c8015bae4b3e,Amazing Spider-Man,141,Marvel,2011,,
40f3b047-f4a5-4c41-b2cb-a45ed63ec9b5,Amazing Spider-Man,142,Marvel,2002,,
cf2bfa5f-7fb7-4c9d-9ff1-0daff26fd2a1,Amazing Spider-Man,143,Marvel,1971,,
66c1fb06-991b-41c4-970c-a61ed2b99422,Amazing Spider-Man,144,Marvel,1982,,
01d09265-ba08-4674-8082-053afd2b9e6c,Amazing Spider-Man,145,Marvel,2021,,
1cc4b6d0-3c77-4043-869b-e7deaf920ab7,Amazing Spider-Man,146,Marvel,1993,,
49f32b22-e274-46df-b9c5-d6b09affc363,Amazing Spider-Man,147,Marvel,2004,,
a3c71c27-5a46-4360-a4bc-97802c746af7,Amazing Spider-Man,148,Marvel,1993,,
9ce59cdc-71cb-4363-b24d-54706c24e970,Amazing Spider-Man,149,Marvel,1961,,
a638b319-9f65-4d43-9cb3-5e7d84ae6eb4,Amazing Spider-Man,150,Marvel,2015,,
39c2b235-3823-4713-9efb-5e19464a736e,Amazing Spider-Man,151,Marvel,1968,,
0a5c709d-7197-4c71-acfe-d841c2527962,Amazing Spider-Man,152,Marvel,1970,,
29b060ed-ff9d-42e8-bd47-005bf7b53c65,Amazing Spider-Man,153,Marvel,1986,,
5bc035b9-1bb0-427b-889b-dc73620288fc,Amazing Spider-Man,154,Marvel,1967,,
ea4efa10-2d07-4ebf-b8c0-7fabbb5e33f1,Amazing Spider-Man,155,Marvel,1983,,
860eb457-cf94-4653-a59c-a5dec0036be3,Amazing Spider-Man,156,Marvel,1991,,
31218cad-2bce-4f9d-a73c-70d8529eca02,Amazing Spider-Man,157,Marvel,1977,,
80cc56e7-319a-4b44-ba0f-fefd6a32ffc5,Amazing Spider-Man,158,Marvel,2019,,
de0b9e6e-f424-4190-8060-c3628d18e4d2,Amazing Spider-Man,159,Marvel,1961,,
f263f440-7fbc-4863-b253-1a7bf77e8c27,Amazing Spider-Man,160,Marvel,1963,,
8ee6bef1-bc33-4c8c-901b-e1cfa70f04ec,Amazing Spider-Man,161,Marvel,2013,,
7d452f51-99fb-4915-946e-894364fd9b57,Amazing Spider-Man,162,Marvel,1970,,
d5ae203b-84f6-4662-b45c-2b4fa4e2d660,Amazing Spider-Man,163,Marvel,1987,,
5b7e4755-5788-480c-94a0-847d7211568f,Amazing Spider-Man,164,Marvel,2006,,
fe676671-5632-4b89-8bb4-9a15bd3712dd,Amazing Spider-Man,165,Marvel,1967,,
8e6dd275-2885-4dd6-9bb9-9205c8407d27,Amazing Spider-Man,166,Marvel,2018,,
79171df0-e1f8-47f3-8966-5b62bb205eb4,Amazing Spider-Man,167,Marvel,1973,,
40d7a0fc-aa69-4eff-9194-b85edc5d8d41,Amazing Spider-Man,168,Marvel,1970,,
f55dac4e-23bb-49b9-aedf-7656948e5d10,Amazing Spider-Man,169,Marvel,2007,,
0795d2c6-5317-446e-86ca-d1dc211ba2a5,Amazing Spider-Man,170,Marvel,2018,,
26969a08-0037-43f6-bf44-2cadc694729f,Amazing Spider-Man,171,Marvel,2009,,
3423f9d1-62ac-4c56-80df-4f463cddc528,Amazing Spider-Man,172,Marvel,2020,,
089f2b90-966d-4a3a-b0e1-9f6c69bc3dd8,Amazing Spider-Man,173,Marvel,1999,,
1c1f801f-2229-4e63-aee5-7a373a135ac3,Amazing Spider-Man,174,Marvel,1991,,
3e584561-5081-4401-9d51-ad3f2b7a2b45,Amazing Spider-Man,175,Marvel,1973,,
a0e5c11b-e4d7-4160-87fe-51031228440c,Amazing Spider-Man,176,Marvel,2016,,
c12f219b-9df7-419c-a2a6-28b035b18b20,Amazing Spider-Man,177,Marvel,2014,,
abad164a-26f3-4835-8b50-9ee82e6e57e0,Amazing Spider-Man,178,Marvel,2000,,
d495e5bc-d6fa-47c4-93e5-b6291fcb639f,Amazing Spider-Man,179,Marvel,2003,,
ca57d384-fd74-48ac-96b2-2ed44fa86f57,Amazing Spider-Man,180,Marvel,1986,,
829e160b-efd5-40b8-8cd1-8cd88be67f32,Amazing Spider-Man,181,Marvel,2011,,
614dccfd-2f06-48db-bc2f-e683f2038e2c,Amazing Spider-Man,182,Marvel,1968,,
223c0eaf-c705-41d3-9290-72965de0cc08,Amazing Spider-Man,183,Marvel,1993,,
e127e159-8700-4150-9e36-baba438885cb,Amazing Spider-Man,184,Marvel,2024,,
74c03e6a-d1d3-4f82-bf62-9097aa0b4432,Amazing Spider-Man,185,Marvel,1981,,
0928ed3f-a43a-4973-80ad-e55ca7a1215d,Amazing Spider-Man,186,Marvel,1966,,
92d9f00d-0882-420d-b856-d1bc30c8a707,Amazing Spider-Man,187,Marvel,1963,,
549f383e-0db1-4043-888a-e7590346d639,Amazing Spider-Man,188,Marvel,2021,,
1e3fc4e0-ac7d-4fc5-8837-f08c7018bbf3,Amazing Spider-Man,189,Marvel,2005,,
9ccb85f2-257f-467b-b4cf-011c53391a02,Amazing Spider-Man,190,Marvel,2014,,
09d69036-401a-4aa4-ae8c-229bd5c57cf4,Amazing Spider-Man,191,Marvel,2003,,
b5319945-1b9b-4b87-ae5f-8d0d3d763852,Amazing Spider-Man,192,Marvel,2007,,
3a937454-9cae-4fe7-8c04-9d6296e53c29,Amazing Spider-Man,193,Marvel,1978,,
3b84fea7-c993-40fc-bf95-e4eb74c53094,Amazing Spider-Man,194,Marvel,1970,,
dacf10d6-e347-452e-affa-10a67c98d309,Amazing Spider-Man,195,Marvel,1967,,
93c50a09-a8f7-4647-a55c-07ad2938afdc,Amazing Spider-Man,196,Marvel,1987,,
d54c7724-0f3b-402f-af38-ab686ef83520,Amazing Spider-Man,197,Marvel,1979,,
47983f27-e07c-4e59-ae9b-c3156b325091,Amazing Spider-Man,198,Marvel,1968,,
952d19a4-1708-4fa1-979b-047ba9bbfb6f,Amazing Spider-Man,199,Marvel,1967,,
8ea42625-4a33-48e9-b78c-46655d21bb9d,Amazing Spider-Man,200,Marvel,1981,,
44afa1d5-7776-4ba2-8b97-1109820e00be,Amazing Spider-Man,201,Marvel,1973,,
18e3c85b-4960-4f74-a6ff-d47e25ec2f95,Amazing Spider-Man,202,Marvel,1963,,
be15e397-c1fe-475d-a51b-96401fd3f2ca,Amazing Spider-Man,203,Marvel,1964,,
13155489-2837-4c14-a46b-dec4b66aabe1,Amazing Spider-Man,204,Marvel,1963,,
adc49cae-c8b1-42be-a56f-b48c9e2b4da7,Amazing Spider-Man,205,Marvel,1961,,
39e4678e-012b-4542-a8d8-3f7384ac6629,Amazing Spider-Man,206,Marvel,2012,,
9775d391-cd44-43c9-b5fa-f1794f15399a,Amazing Spider-Man,207,Marvel,1969,,
0b4d1018-db4a-400b-a1af-e78663efa003,Amazing Spider-Man,208,Marvel,2008,,
891bca01-505f-426a-ad6e-9217b2388600,Amazing Spider-Man,209,Marvel,2005,,
eaf3154b-699a-4f2d-8995-c44a2e2f4acf,Amazing Spider-Man,210,Marvel,2024,,
ab24581c-2c3c-48f8-98bf-74b10d310901,Amazing Spider-Man,211,Marvel,2002,,
50c8291e-08a9-40a3-8671-5b2943d8faa8,Amazing Spider-Man,212,Marvel,2002,,
d10bd154-7d56-4720-ba20-6eaceae02dcc,Amazing Spider-Man,213,Marvel,2016,,
eef8149f-e52c-4c1b-b10f-3cdde938e300,Amazing Spider-Man,214,Marvel,1981,,
72885c9f-458f-46b3-a017-97283afea469,Amazing Spider-Man,215,Marvel,2013,,
6deb0b4c-80f0-4e5a-a038-5c0529fbba05,Amazing Spider-Man,216,Marvel,1985,,
1c8e2e9e-01dc-41b0-b8af-92a8c46f569e,Amazing Spider-Man,217,Marvel,2008,,
d2269c8f-e98b-4826-9119-9d8d582c6c1f,Amazing Spider-Man,218,Marvel,1973,,
e0ecdd1d-44e7-4166-ba62-62a8d89aa796,Amazing Spider-Man,219,Marvel,1965,,
7ba660ae-7e12-447d-85e7-34d234f8392e,Amazing Spider-Man,220,Marvel,2022,,
9c4b1edf-52a7-453e-ad60-7169d99cf695,Amazing Spider-Man,221,Marvel,1981,,
50bcd63b-74a1-4847-a700-bf6ba1614047,Amazing Spider-Man,222,Marvel,2004,,
a1e638fb-5dce-4701-89af-1c4ed626b70b,Amazing Spider-Man,223,Marvel,1964,,
d6fbf9e8-4a0c-4712-953a-6f92faf1d1da,Amazing Spider-Man,224,Marvel,1997,,
1c4364c2-d8b2-41fe-988f-b732353c9631,Amazing Spider-Man,225,Marvel,1974,,
4bd53c4b-016a-4a10-80b4-d2b7e0d46ba1,Amazing Spider-Man,226,Marvel,2011,,
aaaae0c4-85f5-4869-bee0-2901c6959eb1,Amazing Spider-Man,227,Marvel,2011,,
7af5373e-2ac7-41df-9da6-a12e326f2ce5,Amazing Spider-Man,228,Marvel,2007,,
7176b577-62d2-4e57-beb7-c96af0a3cea1,Amazing Spider-Man,229,Marvel,1993,,
17c302c2-fc09-47ed-beda-42e7c502e140,Amazing Spider-Man,230,Marvel,1981,,
775235b3-1265-42a3-b8da-2302dd050ca1,Amazing Spider-Man,231,Marvel,2011,,
fabb3505-27f0-4e2c-b4c6-a7bef39d7900,Amazing Spider-Man,232,Marvel,1995,,
2a534f05-7868-42cd-a9dc-614385630425,Amazing Spider-Man,233,Marvel,1988,,
b6588e3c-a495-4699-8980-356c296bad23,Amazing Spider-Man,234,Marvel,2006,,
d7023441-208b-413f-b67d-1872bd3c59f1,Amazing Spider-Man,235,Marvel,1987,,
9e1fd82f-60fb-4dd0-9e71-bc2aaeb6ac45,Amazing Spider-Man,236,Marvel,1970,,
be77839b-342f-4363-be18-bd18568b8be4,Amazing Spider-Man,237,Marvel,2005,,
7e434ad5-87da-47ba-a3db-af7d3347d6c7,Amazing Spider-Man,238,Marvel,2009,,
f7592b6f-955f-4d5d-ba8b-39beef10123c,Amazing Spider-Man,239,Marvel,2012,,
6efaaa85-8c9c-481f-9db0-581cadc7c8a2,Amazing Spider-Man,240,Marvel,2022,,
ae7b6628-c37a-4fca-93b4-75a9d65bb705,Amazing Spider-Man,241,Marvel,1974,,
420c2e67-f68f-4dfe-a68b-b4a293c6f1f5,Amazing Spider-Man,242,Marvel,2015,,
1eb2002d-9173-47c0-aeb4-9029bce8dabc,Amazing Spider-Man,243,Marvel,1977,,
4ab843e0-7cd5-401b-af8f-3c6f6e3c9205,Amazing Spider-Man,244,Marvel,2002,,
7ac909a0-ffd9-493c-ac82-123b52cf1a46,Amazing Spider-Man,245,Marvel,1967,,
e5f33a29-9dfe-4168-b1a8-2bac171fcdd0,Amazing Spider-Man,246,Marvel,1994,,
cac600a2-6086-465c-9234-10e1858de0bf,Amazing Spider-Man,247,Marvel,1998,,
921508f3-7d0e-46ed-b1bd-808308984275,Amazing Spider-Man,248,Marvel,2004,,
cebf04ad-503a-4260-95af-1b97b2e2df4b,Amazing Spider-Man,249,Marvel,1999,,
51b0e59f-e684-4650-bb62-77a0d26aca8a,Amazing Spider-Man,250,Marvel,2010,,
46d4a2b9-8eed-4536-8b5b-a0e54ddb7f36,Amazing Spider-Man,251,Marvel,2005,,
0e734d91-3e35-490c-a0bd-5cd55ebcc980,Amazing Spider-Man,252,Marvel,1994,,
e40fb803-5dd2-49ed-9a37-ea0547d1a2f5,Amazing Spider-Man,253,Marvel,2006,,
57c254c5-e8d8-4868-ad36-597c8cfa0ccf,Amazing Spider-Man,254,Marvel,1988,,
32096d75-f74c-48e6-a51d-80b47c2c3067,Amazing Spider-Man,255,Marvel,1974,,
0d9b7988-0dff-4dd8-ad38-9be68b44a93b,Amazing Spider-Man,256,Marvel,2016,,
a8a7384f-9b53-4a21-bfa8-b49a936d951f,Amazing Spider-Man,257,Marvel,2002,,
ca7cc2af-e626-4d23-8006-195074c96e1e,Amazing Spider-Man,258,Marvel,1989,,
a1d579cf-ad8d-4823-aba0-01f95fddb5d1,Amazing Spider-Man,259,Marvel,2014,,
75dc2171-d232-4882-93df-c6eca44f5171,Amazing Spider-Man,260,Marvel,1992,,
31977491-ba93-4297-b7ca-b60fdd2ec8c0,Amazing Spider-Man,261,Marvel,1974,,
1b8ef112-6c1d-46f1-b45c-9b5be396447b,Amazing Spider-Man,262,Marvel,1979,,
6ceecfa1-d574-4ff2-9e15-39fa84b71edc,Amazing Spider-Man,263,Marvel,1971,,
e02484d1-390b-417f-b7b2-762a5d9c7a1b,Amazing Spider-Man,264,Marvel,2001,,
66632bf1-1815-49fb-8670-5fe5b3342658,Amazing Spider-Man,265,Marvel,1984,,
4e1973b9-4b4f-4d4d-b236-49f1be29f9d9,Amazing Spider-Man,266,Marvel,1968,,
348593a3-0ca6-4097-bc88-9c874fcb9730,Amazing Spider-Man,267,Marvel,2016,,
249439f9-a56f-41f4-b806-86581dd1daea,Amazing Spider-Man,268,Marvel,1966,,
3b360ca5-231b-4944-9256-46256a595c06,Amazing Spider-Man,269,Marvel,2022,,
58b2b6fe-8806-4219-b64e-71a219a1591e,Amazing Spider-Man,270,Marvel,2024,,
62eefd08-ba29-4e3c-b17c-35efb2d979b9,Amazing Spider-Man,271,Marvel,1996,,
45cfdcf9-8a88-48e4-b08f-874a76e1ec3c,Amazing Spider-Man,272,Marvel,1969,,
f65ae22e-f808-409d-9b74-dcf0ce3c0a29,Amazing Spider-Man,273,Marvel,1994,,
54858aa5-1063-4ca3-8572-65dac4d8e689,Amazing Spider-Man,274,Marvel,1962,,
cdf8c438-607e-4ff6-a7cd-50a407c8fd27,Amazing Spider-Man,275,Marvel,1969,,
302da074-d3aa-4aa6-b9bb-24bf64946911,Amazing Spider-Man,276,Marvel,1974,,
1ce1f699-7f24-48ca-928b-2daf539b1cdf,Amazing Spider-Man,277,Marvel,2004,,
9fc69367-a7af-4cbc-8406-2176a868ef4b,Amazing Spider-Man,278,Marvel,1999,,
